"tweet_timestamp"	"twitter_tweet_id"	"tweet_text"	"tweet_language"	"twitter_user_twitter_id"	"twitter_user_screenname"	"user_followers_count"	"user_favorites_count"	"user_created"	"user_location"	"tweet_retweet_count"	"tweet_place"	"tweet_user_mention_count"	"tweet_users_mentioned_screennames"	"tweet_users_mentioned_ids"	"tweet_hashtag_mention_count"	"tweet_hashtags_mentioned"	"tweet_url_count"	"tweet_shortened_urls_mentioned"	"tweet_full_urls_mentioned"	"user_description"	"user_friends_count"	"user_statuses_count"	"tweet_display_urls_mentioned"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859783901184"	"&#1084;&#1085;&#1077; &#1076;&#1091;&#1096;&#1091; &#1091;&#1089;&#1083;&#1072;&#1078;&#1076;&#1072;&#1077;&#1090;"	"ru"	"2530411368"	"Hakawne"	"560"	"0"	"Wed May 28 16:53:05 +0000 2014"	""	"0"											"930"	"2054"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859767123968"	"&#1048;&#1089;&#1090;&#1080;&#1085;&#1085;&#1086;&#1077; &#1089;&#1083;&#1080;&#1096;&#1082;&#1086;&#1084; &#1087;&#1088;&#1086;&#1089;&#1090;&#1086;; &#1080;&#1076;&#1090;&#1080; &#1082; &#1085;&#1077;&#1084;&#1091; &#1085;&#1072;&#1076;&#1086; &#1074;&#1089;&#1077;&#1075;&#1076;&#1072; &#1095;&#1077;&#1088;&#1077;&#1079; &#1089;&#1083;&#1086;&#1078;&#1085;&#1086;&#1077;"	"ru"	"2986896963"	"Ioaodouraxo"	"0"	"0"	"Tue Jan 20 06:46:10 +0000 2015"	""	"0"											"0"	"5"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859783897088"	"@Nashgrier #GrierAndFousheeNews &#128538;"	"und"	"2284207235"	"sarah_shaqqour"	"337"	"4457"	"Wed Jan 15 17:19:51 +0000 2014"	""	"0"		"1"	"Nashgrier"	"310072711"	"1"	"GrierAndFousheeNews"				"@justinbieber is my idol and i really love him ♡ ~ Cody Simpson followed ~"	"256"	"2057"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859792265216"	"RT @JulesToDanny: Realizing tomorrow's Monday http://t.co/gEF5UA5Nbm"	"en"	"2641975429"	"evilbaby21"	"759"	"913"	"Mon Jul 14 02:02:25 +0000 2014"	"euclid ohio"	"0"		"1"	"JulesToDanny"	"1721006466"						"patriots have won 4 super bowls pats nation forever"	"1447"	"3410"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859775504384"	"Louca pro ano acabar e eu ganhar essa aposta jogo &#128076;&#128514;&#128525;"	"pt"	"1624143156"	"flavia_araujo8"	"524"	"1492"	"Sat Jul 27 00:16:04 +0000 2013"	"Belo Horizonte, MG"	"0"											"529"	"5162"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859754532864"	"@andrea_styles94 You seen this? http://t.co/4PjVgY2Lle"	"en"	"178492563"	"tmooser48"	"206"	"861"	"Sat Aug 14 22:46:11 +0000 2010"	""	"0"		"1"	"andrea_styles94"	"635775801"			"1"	"http%3A%2F%2Ft.co%2F4PjVgY2Lle"	"http%3A%2F%2Fflashscore.ro%2Fredirect%2F%3Furl%3Dhttp%3A%2F%2Frdrctscm.appspot.com"	"hey hey"	"545"	"2677"	"flashscore.ro%2Fredirect%2F%3Furl%3D%E2%80%A6"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859767095296"	"Finally accomplished my hip key! It wasn't pretty but it happened. #aerialsilks #progress http://t.co/1AZkIxUAvC"	"en"	"147428069"	"KaraDeere22"	"17"	"56"	"Mon May 24 03:31:20 +0000 2010"	""	"0"					"2"	"aerialsilks,progress"	"1"	"http%3A%2F%2Ft.co%2F1AZkIxUAvC"	"http%3A%2F%2Finstagram.com%2Fp%2Fy2m3Z-R-Uw%2F"	"Pain heals.  Chicks dig scars.  Glory lasts forever."	"144"	"69"	"instagram.com%2Fp%2Fy2m3Z-R-Uw%2F"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859783880705"	"Aaaaaaa PC de de DM deki mesaj&#305; komple silme d&#246;nemi ba&#351;lam&#305;&#351;.Ben sabah neden u&#287;ra&#351;t&#305;m tek tek silmek i&#231;in o zaman?"	"tr"	"254234644"	"soruvecevap_"	"13543"	"2251"	"Fri Feb 18 22:06:09 +0000 2011"	"İstanbul"	"0"										"#AK

Tweetlerimi çalmak,klonlamak serbesttir.

Sözlerimle toslamaktan ziyade,okşamayı yeğlerim.Zeka kokan sözlere şapka çıkarır,polemik yapanlara maske takarım."	"9477"	"76151"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859762905089"	"&#8220;Heute hat keiner mehr Zeit, eine Story richtig zu recherchieren&#8221; (via @Pocket) http://t.co/VqadcvL5EU"	"de"	"5777162"	"happybuddha"	"1195"	"5033"	"Fri May 04 22:46:01 +0000 2007"	""	"0"		"1"	"Pocket"	"27530178"			"1"	"http%3A%2F%2Ft.co%2FVqadcvL5EU"	"http%3A%2F%2Fpocket.co%2Fso8x4X"	"Zwischen Rock 'n' Roll & Fels in der Brandung. Running guy. @d64ev-Member."	"462"	"42337"	"pocket.co%2Fso8x4X"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859771285504"	"RT @AdelAliBinAli: &#1610;&#1602;&#1575;&#1604; &#1576;&#1571;&#1606; &#1575;&#1604;&#1581;&#1576; &#1602;&#1589;&#1577; &#1585;&#1608;&#1575;&#1607;&#1575; &#1580;&#1583; &#1604;&#1571;&#1581;&#1601;&#1575;&#1583;&#1607; &#1602;&#1576;&#1604; &#1575;&#1604;&#1606;&#1608;&#1605;&#1548; &#1608;&#1604;&#1603;&#1606; &#1594;&#1604;&#1576;&#1607;&#1605; &#1575;&#1604;&#1606;&#1593;&#1575;&#1587; &#1601;&#1571;&#1585;&#1575;&#1583; &#1575;&#1604;&#1580;&#1583; &#1573;&#1603;&#1605;&#1575;&#1604;&#1607;&#1575; &#1601;&#1610;&#1605;&#1575; &#1576;&#1593;&#1583;&#1548; &#1604;&#1603;&#1606;&#1607; &#1578;&#1608;&#1601;&#1610;&#1548;
&#1608;&#1576;&#1602;&#1610; &#1575;&#1604;&#1581;&#1576; &#1602;&#1589;&#1577; &#1604;&#1575;&#8230;"	"ar"	"2547377888"	"rubityqujif"	"25"	"806"	"Thu Jun 05 04:47:01 +0000 2014"	""	"0"		"1"	"AdelAliBinAli"	"542936786"						"أجمل ما في المرأة.. فلسفتها. امرأة بلا وجهة نظر في الحياة، سراب مسافر وخيال عابر لا يقوى أن يطرق باب القلب !"	"57"	"5940"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859754131457"	"hptaaa por qe se tiene qe meter en mi cabezaaaa =("	"es"	"288549106"	"JhonLts"	"182"	"414"	"Wed Apr 27 01:49:20 +0000 2011"	"Bogota "	"0"										"He llegado a un punto en el que ya no odio a nadie, simplemente no me importan."	"217"	"2129"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859779289089"	"@LouisUniverses Meee&#128512;&#128512;&#128512;"	"und"	"2191416800"	"MomokoHoran22"	"1161"	"9755"	"Wed Nov 13 01:50:13 +0000 2013"	""	"0"		"1"	"LouisUniverses"	"583784183"						"July 15th 2015"	"999"	"12222"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859767119873"	"Me ofende que sean tan metidas, ome gonorrea ome."	"es"	"810028718"	"Laurooo_oooo"	"1056"	"16686"	"Sat Sep 08 02:37:07 +0000 2012"	""	"0"										"Te amo mejor amigo                                           Kany Garcia - Alguien."	"740"	"10117"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859754143744"	"RT @YouCanHaveHer: You Lesbian in proud RETWEET THIS &#9994;&#128079;&#128079;&#128079;&#128525;&#128537;&#128536;&#128538;"	"en"	"1263135643"	"_niggathaassae"	"760"	"1000"	"Tue Mar 12 23:38:17 +0000 2013"	"knowyourworth 1corinthians6:20"	"0"		"1"	"YouCanHaveHer"	"80525912"						"I Tell Myself Everything Happens For A Reason RestEasyGrams ✊"	"657"	"14794"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859788062721"	"RT @Nashgrier: Keep tweeting #GrierAndFousheeNews ! I'm following everyone I can that tweets the hashtag! - http://t.co/nA0Ax4CnBw"	"en"	"1577694270"	"JudkaBelieber"	"443"	"3170"	"Mon Jul 08 13:46:38 +0000 2013"	""	"0"		"1"	"Nashgrier"	"310072711"	"1"	"GrierAndFousheeNews"	"1"	"http%3A%2F%2Ft.co%2FnA0Ax4CnBw"	"http%3A%2F%2Fyoutube.com%2Fgriernash"	"Luke | Calum | Michael | Ashton | Justin | Nash | Cameron"	"568"	"8932"	"youtube.com%2Fgriernash"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859783491584"	"@kenny_bot&#12288;&#12358;&#12387;&#8230;&#65281;"	"ja"	"714353515"	"a_cool_guy_bot"	"1541"	"6"	"Tue Jul 24 14:11:24 +0000 2012"	"土手"	"0"		"1"	"kenny_bot"	"117600645"						"botです。 イケメンdeワイルドなセリフをつぶやきます、土手、ギター、吉祥寺が大好きです、最近銀座にはまってます。たまに作成者がしゃべります"	"2001"	"321198"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859787669504"	"@asamirules i guess.."	"en"	"3013738429"	"MikasaDaSlayer"	"2"	"9"	"Sun Feb 08 19:27:13 +0000 2015"	""	"0"		"1"	"asamirules"	"2999650518"							"17"	"4"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859770892288"	"&#12384;&#12369;&#12391;&#20154;&#29983;&#12364;&#22793;&#12431;&#12427;! &#24863;&#35613;&#26085;&#35352; - &#30000;&#20013; &#12454;&#12523;&#12532;&#12455; &#20140;&#12305;http://t.co/JtjO8buU6C&#12288;&#24863;&#35613;&#9734;"	"ja"	"537513594"	"kcstannychopper"	"26588"	"1"	"Mon Mar 26 18:04:04 +0000 2012"	"淡路島"	"0"							"1"	"http%3A%2F%2Ft.co%2FJtjO8buU6C"	"http%3A%2F%2Famzn.to%2FVTh9aw"	"関西にてチャリティーに興味ある方子供が好きな方はどうぞ！色々な活動から多くの学びがあります。とても素晴らしい仲間たちにも恵まれありがたいです。出会いに感謝☆大切な仲間を募集中！基本的にフォロー返します(*^^*)　ツイートのリツイート喜びます！！　感謝☆"	"25742"	"60598"	"amzn.to%2FVTh9aw"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859783872512"	"@elmansi 28"	"und"	"401525859"	"yaraadam"	"464"	"3314"	"Sun Oct 30 17:41:40 +0000 2011"	""	"0"		"1"	"elmansi"	"16714879"						"‏‏بنام وبقوم و بعيش عادي مش حابه ولاكارهه حاجة ولا فارق معايا حاجة ولا نفسي ابقي في يوم حاجة ولا ندمانة على حاجة ولوسألتني مالك! حقول عادي مفيش حاجة#Aries"	"1438"	"9288"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859775500289"	"RT @Ichnusa7: @confusa11 @alfanor48 @Lo_Shardana @FraiaDi @IlseC74 @Febbraio e' stato un mese freddo!Per fortuna pochi mesi,e poi..........&#8230;"	"it"	"586850523"	"alfanor48"	"2017"	"1216"	"Mon May 21 18:41:30 +0000 2012"	""	"0"		"7"	"Ichnusa7,confusa11,alfanor48,Lo_Shardana,FraiaDi,IlseC74,FEBBRAIO"	"1235964434,2496221060,586850523,2821239915,406106340,879926257,51283552"						"Quando i nostri idoli cadono dagli altari, i lividi ce li facciamo noi !"	"1689"	"24741"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859770908672"	"RT @pabetesetew: ""&#12475;&#12501;&#12524;&#12434;&#20316;&#12426;&#12383;&#12356;&#30007;&#12399;&#25369;&#25163;&#65281;

&#12381;&#12435;&#12394;&#22818;&#12434;&#23455;&#29694;&#20986;&#26469;&#12427;
&#39764;&#27861;&#12415;&#12383;&#12356;&#12394;&#12450;&#12503;&#12522;&#12399;&#12371;&#12428;&#65367;

&#8594;http://t.co/fGCYDPencA

&#12510;&#12472;&#12391;&#12481;&#12515;&#12483;&#12488;&#20837;&#12428;&#12427;&#12384;&#12369;&#12391;&#20986;&#20250;&#12360;&#12427;&#65367;&#65367;

&#39135;&#12356;&#12388;&#12365;&#20932;&#12377;&#12366;&#12289;&#12527;&#12525;&#12479;www http://t.co/n95XNZS&#8230;"	"ja"	"1552584222"	"team_a_k_b"	"950"	"131"	"Fri Jun 28 08:54:41 +0000 2013"	""	"0"		"1"	"pabetesetew"	"2738759932"			"1"	"http%3A%2F%2Ft.co%2FfGCYDPencA"	"http%3A%2F%2Fbutta.info%2F8y1jrk%2F"	"大島優子が卒業しても応援し続ける垢/マイマイ勢(9.8)"	"1364"	"10312"	"butta.info%2F8y1jrk%2F"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859754143745"	"Today stats: No new followers, One unfollower via http://t.co/2XzfFAGU8d"	"en"	"515582070"	"_AQUARIUSS"	"1037"	"1371"	"Mon Mar 05 15:38:34 +0000 2012"	""	"0"							"1"	"http%3A%2F%2Ft.co%2F2XzfFAGU8d"	"http%3A%2F%2Fuapp.ly"	"Follow Me & I follow back Thanks!❤ Follow me on Instagram @KM_HONEY I follow back. 1⃣God ⛪️ FL☀️"	"991"	"4527"	"uapp.ly"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859779690497"	"Oh mama eeeeeeeeeeeeeeeel me ah besado o mama estoy enamorada de el we"	"es"	"2727578458"	"Clariyjustin"	"92"	"137"	"Mon Jul 28 19:55:44 +0000 2014"	""	"0"										"All that matters to me, now and ever :´) *-*"	"178"	"1971"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859766726657"	"RT @pabetesetew: ""&#12475;&#12501;&#12524;&#12434;&#20316;&#12426;&#12383;&#12356;&#30007;&#12399;&#25369;&#25163;&#65281;

&#12381;&#12435;&#12394;&#22818;&#12434;&#23455;&#29694;&#20986;&#26469;&#12427;
&#39764;&#27861;&#12415;&#12383;&#12356;&#12394;&#12450;&#12503;&#12522;&#12399;&#12371;&#12428;&#65367;

&#8594;http://t.co/fGCYDPencA

&#12510;&#12472;&#12391;&#12481;&#12515;&#12483;&#12488;&#20837;&#12428;&#12427;&#12384;&#12369;&#12391;&#20986;&#20250;&#12360;&#12427;&#65367;&#65367;

&#39135;&#12356;&#12388;&#12365;&#20932;&#12377;&#12366;&#12289;&#12527;&#12525;&#12479;www http://t.co/n95XNZS&#8230;"	"ja"	"633418821"	"kazuaaagot"	"40"	"28"	"Thu Jul 12 00:48:22 +0000 2012"	""	"0"		"1"	"pabetesetew"	"2738759932"			"1"	"http%3A%2F%2Ft.co%2FfGCYDPencA"	"http%3A%2F%2Fbutta.info%2F8y1jrk%2F"	"19 AAA いきものがかり ワンピース ヤバイなーw  山田鮮魚店一年目！"	"107"	"7436"	"butta.info%2F8y1jrk%2F"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859766726656"	"RT @nikomegum: &#12362;&#37329;&#12394;&#12356;&#23376;&#12395;&#12399;&#12467;&#12524;&#12356;&#12356;&#12363;&#12418;&#12397;ww
&#12460;&#12481;&#12515;&#12384;&#12369;&#12391;&#26376;&#65299;&#19975;&#20870;&#12392;&#12363;&#12510;&#12472;&#21161;&#12363;&#12427;&#9825;

&#12473;&#12510;&#12507;&#8594; http://t.co/PhNad1Z7Qf

&#12362;&#23567;&#36963;&#12356;&#12524;&#12505;&#12523;&#12376;&#12419;&#28168;&#12414;&#12394;&#12356;&#12424;&#12316;w
&#12354;&#12398;&#12362;&#31505;&#12356;&#33464;&#20154;&#12418;&#12420;&#12387;&#12390;&#12390;&#12527;&#12525;&#12479;www http://t.co/F5u7uphpRh"	"ja"	"2800427098"	"anokonoho_ga"	"648"	"0"	"Thu Oct 02 17:20:53 +0000 2014"	""	"0"		"1"	"nikomegum"	"2888386147"			"1"	"http%3A%2F%2Ft.co%2FPhNad1Z7Qf"	"http%3A%2F%2Fgoo.gl%2F5SxL0v"	"今流行の『あの子の方が可愛いから私と別れたの？ いいよ。あたしも彼氏作る』
を集めました♪ 好きなのあったら フォロー＆RTしてね☆"	"1810"	"720"	"goo.gl%2F5SxL0v"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859787685888"	"RT @betoo_50: @kbm3000 

&#1581;&#1610;&#1575;&#1603; &#1575;&#1604;&#1604;&#1607; &#1548; &#1608;&#1610;&#1587;&#1593;&#1583;&#1604;&#1610; &#1605;&#1587;&#1575;&#1603; &#127800;&#127800;"	"ar"	"378432170"	"kbm3000"	"2873"	"7273"	"Fri Sep 23 05:56:11 +0000 2011"	""	"0"		"2"	"betoo_50,kbm3000"	"632990720,378432170"						"ابتسم ،، ترا الدنيا ما تستاهل !!"	"140"	"97437"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859758333955"	"RT @hazazi16: (&#1582;&#1584; &#1602;&#1585;&#1575;&#1585;) &#1576;&#1571;&#1606; &#1578;&#1603;&#1608;&#1606; &#1587;&#1593;&#1610;&#1583;&#1570; &#1601;&#1602;&#1591; , &#1608;&#1581;&#1610;&#1606;&#1607;&#1575; &#1587;&#1578;&#1603;&#1608;&#1606; &#1571;&#1606;&#1578; &#1608;&#1576;&#1607;&#1580;&#1578;&#1603; &#1605;&#1593;&#1575; &#1580;&#1610;&#1588; &#128170; &#1604;&#1575; &#1610;&#1602;&#1607;&#1585; &#1601;&#1609; &#1608;&#1580;&#1607; &#1575;&#1604;&#1589;&#1593;&#1608;&#1576;&#1575;&#1578; ."	"ar"	"1289249472"	"xb9x_"	"706"	"369"	"Fri Mar 22 17:41:06 +0000 2013"	""	"0"		"1"	"hazazi16"	"497283492"						"سوف يأتي يوم لن اكون معكم وسوف تدخلون هنا لتقرأو ماكتبت فأن وجدتم مايؤجرني انشروه | #الإتحاد @alittihad_club"	"362"	"14683"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859783483392"	"RT @pabetesetew: ""&#12475;&#12501;&#12524;&#12434;&#20316;&#12426;&#12383;&#12356;&#30007;&#12399;&#25369;&#25163;&#65281;

&#12381;&#12435;&#12394;&#22818;&#12434;&#23455;&#29694;&#20986;&#26469;&#12427;
&#39764;&#27861;&#12415;&#12383;&#12356;&#12394;&#12450;&#12503;&#12522;&#12399;&#12371;&#12428;&#65367;

&#8594;http://t.co/fGCYDPencA

&#12510;&#12472;&#12391;&#12481;&#12515;&#12483;&#12488;&#20837;&#12428;&#12427;&#12384;&#12369;&#12391;&#20986;&#20250;&#12360;&#12427;&#65367;&#65367;

&#39135;&#12356;&#12388;&#12365;&#20932;&#12377;&#12366;&#12289;&#12527;&#12525;&#12479;www http://t.co/n95XNZS&#8230;"	"ja"	"888898405"	"hanakusokongu"	"118"	"660"	"Thu Oct 18 13:56:16 +0000 2012"	""	"0"		"1"	"pabetesetew"	"2738759932"			"1"	"http%3A%2F%2Ft.co%2FfGCYDPencA"	"http%3A%2F%2Fbutta.info%2F8y1jrk%2F"	"モンスト専用"	"52"	"18216"	"butta.info%2F8y1jrk%2F"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859791888385"	"The Best Of The Grumpy Cat Meme http://t.co/98l1JyGnDt http://t.co/UYXJXaqnfm"	"en"	"317211774"	"CapriceLogue"	"971"	"0"	"Tue Jun 14 16:05:47 +0000 2011"	"Atlanta
"	"0"							"1"	"http%3A%2F%2Ft.co%2F98l1JyGnDt"	"http%3A%2F%2Fbit.ly%2F1wCbO8A"	"Strive not to be a success but rather to be of value"	"1163"	"1188"	"bit.ly%2F1wCbO8A"
"Sun Feb 08 20:15:20 +0000 2015"	"564517859779284992"	"Saw so many familiar faces last night"	"en"	"329824053"	"chantsstep"	"861"	"9830"	"Tue Jul 05 17:38:36 +0000 2011"	""	"0"										"•Speak kind words and hear kind echos •Touch my butt *falls off bench*"	"597"	"22988"	
"Sun Feb 08 20:15:20 +0000 2015"	"564517859779690498"	"I think we have the cutest pictures ever @GrenierClo http://t.co/CzMM5SMl4b"	"en"	"1346593718"	"horanwithgrier"	"2946"	"7229"	"Fri Apr 12 11:19:28 +0000 2013"	"- swiss -"	"0"		"1"	"GrenierClo"	"1465202106"						"niall lifts me up when i fall // bethany mota"	"1000"	"54938"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863961403395"	"@AlexConstancio Alex please follow me &#128591;&#128591;
held my dream of becoming 3/4
PLEASE ILYSM !!!! &#128525;&#128536; xx52"	"en"	"1182744822"	"PrincipeClark"	"14208"	"18364"	"Fri Feb 15 14:13:57 +0000 2013"	"2/4 • Austin follows and reply"	"0"		"1"	"AlexConstancio"	"191224982"							"11741"	"49332"	
"Sun Feb 08 21:49:06 +0000 2015"	"564541456934010880"	"http://t.co/MXhvtD7MbH"	"und"	"1532023615"	"yaarkk9"	"174"	"8"	"Wed Jun 19 21:06:47 +0000 2013"	""	"0"											"484"	"778"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863982399488"	"#STYLATORARMYPUTMEINADMWITH Louis pls &#128158; x45"	"en"	"2267669268"	"angellouisfeels"	"1084"	"8309"	"Sun Dec 29 17:23:39 +0000 2013"	""	"0"					"1"	"STYLATORARMYPUTMEINADMWITH"				"// Full time fangirl of too many fandoms. ❤ // I ship bullshit. ✌ // Finnish girl. //"	"1030"	"2186"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863969804288"	"(&#1608;&#1604;&#1575; &#1578;&#1572;&#1578;&#1608;&#1575; &#1575;&#1604;&#1587;&#1601;&#1607;&#1575;&#1569; &#1571;&#1605;&#1608;&#1575;&#1604;&#1603;&#1605; &#1575;&#1604;&#1578;&#1610; &#1580;&#1593;&#1604; &#1575;&#1604;&#1604;&#1607; &#1604;&#1603;&#1605; &#1602;&#1610;&#1575;&#1605;&#1575; &#1608;&#1575;&#1585;&#1586;&#1602;&#1608;&#1607;&#1605; &#1601;&#1610;&#1607;&#1575; &#1608;&#1575;&#1603;&#1587;&#1608;&#1607;&#1605; &#1608;&#1602;&#1608;&#1604;&#1608;&#1575; &#1604;&#1607;&#1605; &#1602;&#1608;&#1604;&#1575; &#1605;&#1593;&#1585;&#1608;&#1601;&#1575;) [&#1575;&#1604;&#1606;&#1587;&#1575;&#1569;:5]bjh"	"ar"	"2666499122"	"mohammedekramy5"	"1"	"0"	"Mon Jul 21 16:58:25 +0000 2014"	"Saudi Arabia"	"0"										"أيقنتُ تماماً , أنّ اليأس أبداً لآ يليقُ بأروآحِ المؤمنينْ , فابْتسموا وتفاءلوا مادمتم مؤْمنِين."	"1"	"9020"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863978196995"	"Lo puteo y lo forreo pero en el fondo lo amo y lo extra&#241;o"	"es"	"2273748163"	"pandicornioPony"	"791"	"229"	"Fri Jan 03 00:37:14 +0000 2014"	"dasdsadasdsa BM"	"0"										"face: yaaz valdeez.wsp: 3515130558"	"780"	"4389"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863969804289"	"RT @buhalal: @MahiraSmile &#1606;&#1588;&#1607;&#1583; &#1604;&#1670; &#1575;&#1604;&#1593;&#1575;&#1601;&#1610;&#1577; &#1610;&#1575; &#1587;&#1578; &#1575;&#1604;&#1581;&#1604;&#1575;&#1608;&#1607;&#128513;&#127801;"	"ar"	"615340838"	"MahiraSmile"	"2444"	"6981"	"Fri Jun 22 17:01:24 +0000 2012"	"Egypt الخاص مغلق "	"0"		"2"	"buhalal,MahiraSmile"	"275547386,615340838"						"‏‏‏‏‏‏‏‏‏‏‏‏يكفيني إني مصرية ، افتخر بقوميتي العربية والاسلامية , اعيش في عالمي حيث الحب والسﻻم والصدق ، اتمنى ان يظل نقاء قلبي بنقاء ثوبي اﻷبيض (الخاص ممنوع)"	"2033"	"134682"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863961403393"	"RT @la_patilla: Jes&#250;s &#8220;Chuo&#8221; Torrealba: D&#237;a a D&#237;a y Farmatodo, &#8220;Falsos positivos&#8221; de una guerra inexistente http://t.co/jxyShWxMtF"	"es"	"218286399"	"Rosalbacn"	"211"	"40"	"Sun Nov 21 22:53:50 +0000 2010"	"Venezuela"	"0"		"1"	"la_patilla"	"124172948"			"1"	"http%3A%2F%2Ft.co%2FjxyShWxMtF"	"http%3A%2F%2Fpatil.la%2F1Kw9nxz"	"Venezuela."	"200"	"47765"	"patil.la%2F1Kw9nxz"
"Sun Feb 08 20:15:21 +0000 2015"	"564517863982374913"	"#GrierAndFousheeNews
 please follow me ily &#128149;&#128059; @Nashgrier
 #GrierAndFousheeNews"	"en"	"2186748776"	"givemehayes"	"8255"	"3854"	"Sun Nov 10 17:14:08 +0000 2013"	"19thmay-29thjune"	"0"		"1"	"Nashgrier"	"310072711"	"2"	"GrierAndFousheeNews,GrierAndFousheeNews"				"If you ever see me not tweeting about niall horan  don't worry I'm still thinking about him.                             hayes/12+jacob   5sos' band acc/4"	"7137"	"24085"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863957213186"	"RT @MagKlr: tous des choqu&#233;s du film fsog ptdr calmez vos hormones svp, &#231;a reste un film de cul j'vois pas o&#249; il est le romantisme"	"fr"	"824822442"	"pansyest"	"500"	"2718"	"Sat Sep 15 08:25:47 +0000 2012"	"strashollywood city"	"0"		"1"	"MagKlr"	"1225959133"						"fuck ton élégance"	"336"	"18156"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863978172416"	"Los adherentes tienen tiempo de se&#241;ar hasta ma&#241;ana a las 16 hs."	"es"	"1449415902"	"cordobaazulyoro"	"1171"	"78"	"Wed May 22 17:03:40 +0000 2013"	"Córdoba - Argentina"	"0"										"Única peña oficial del Club Atlético Boca Juniors en Córdoba Capital - Asociación Civil // Facebook http://on.fb.me/1cPAPnW - Instagram http://bit.ly/1lT9Pcy"	"111"	"1629"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863965618176"	"Trust the vibes you get. Energy doesn't lie."	"en"	"301506749"	"teresamankin"	"330"	"377"	"Thu May 19 15:52:16 +0000 2011"	"Indiana, USA"	"0"										"I love the Colts, Pacers & Hoosiers ['98]. Corporate Catering Sales Manager. Single mom. Reader. NCIS addict. Former Army broadcaster."	"566"	"1653"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863953035264"	"RT @CharlotteR_89: A Paris sa fait plaisir de voir des personnes qui savent s'habiller ! A Sens tu mets un truc qui sort de l'ordinaire, li&#8230;"	"fr"	"2872351282"	"paloma__89"	"109"	"199"	"Tue Nov 11 14:23:35 +0000 2014"	""	"0"		"1"	"CharlotteR_89"	"257147520"						"judo. rlt."	"111"	"921"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863978188802"	"RT @BornMotavator: Red carpet starts in less then 3 hours &#9825;&#9825;&#9825; #GoodLuckAtTheGrammysAriana"	"en"	"2823699647"	"maiapcheco"	"170"	"630"	"Sat Oct 11 21:16:49 +0000 2014"	"bibble"	"0"		"1"	"BornMotavator"	"319387710"	"1"	"GoodLuckAtTheGrammysAriana"				"Honeymoon ave."	"54"	"4615"	
"Sun Feb 08 20:15:21 +0000 2015"	"564517863965593602"	"@GuerrierPacifik ohh yeahh! Ambon hein. Tr&#232;s bienn !!!"	"fr"	"143563192"	"Diabou_S"	"938"	"5510"	"Thu May 13 20:30:42 +0000 2010"	"Paris ✈ Dakar"	"0"		"1"	"GuerrierPacifik"	"108934840"						"Adoration pour Allah Soubhanahou Wa Tahala ♡♡♡. Amour pour le Prophète Aleyhi Salat Wa Salam ♡♡♡ #Breezy #Faramareine #Beyonce"	"301"	"50576"	
